A0 A#0 B0 C1 C#1 D1 D#1 E1 F1 F#1 G1 G#1 A1 A#1 B1 C2 C#2 D2 D#2 E2 F2 F#2 G2 G#2 A2 A#2 B2 C3 C#3 D3 D#3 E3 F3 F#3 G3 G#3 A3 A#3 B3 C4 C#4 D4 D#4 E4 F4 F#4 G4 G#4 A4 A#4 B4 C5 C#5 D5 D#5 E5 F5 F#5 G5 G#5 A5 A#5 B5 C6 C#6 D6 D#6 E6 F6 F#6 G6 G#6 A6 A#6 B6 C7 C#7 D7 D#7 E7 F7 F#7 G7 G#7 A7 A#7 B7 C8
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 1.94058961814 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.6 -2.86 -3.12 -3.38
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.18120458436 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.375 -2.625 -2.875 -3.125
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.36068225761 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.16 -2.4 -2.64 -2.88
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.99045700414 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.955 -2.185 -2.415 -2.645
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.40119620335 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.76 -1.98 -2.2 -2.42
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.21821286562 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.575 -1.785 -1.995 -2.205
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.75638963013 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.4 -1.6 -1.8 -2.0
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.24548553732 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.235 -1.425 -1.615 -1.805
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.49097583731 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.08 -1.26 -1.44 -1.62
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 2.99863762846 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.935 -1.105 -1.275 -1.445
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.75878045859 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.8 -0.96 -1.12 -1.28
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.45865176946 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.675 -0.825 -0.975 -1.125
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.79522039627 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.56 -0.7 -0.84 -0.98
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.22216970667 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.455 -0.585 -0.715 -0.845
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.14555343368 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.36 -0.48 -0.6 -0.72
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.23570453068 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.275 -0.385 -0.495 -0.605
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.30852321982 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.2 -0.3 -0.4 -0.5
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.04191854399 0.04 0.025 0.0 -0.035 -0.08 -0.135 -0.225 -0.315 -0.405
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 3.59916097892 0.04 0.025 0.0 -0.035 -0.08 -0.16 -0.24 -0.32
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 5.55510465697 0.04 0.025 0.0 -0.035 -0.105 -0.175 -0.245
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 4.71624566523 0.04 0.025 0.0 -0.06 -0.12 -0.18
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 5.14833321294 0.04 0.025 -0.025 -0.075 -0.125
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 7.08903501689 0.04 0.0 -0.04 -0.08
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 6.4616392139 0.015 -0.015 -0.045
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.04 7.432806556 0.0 -0.02
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.025 0.015 6.95323347573 -0.005
-10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -10.0 -9.635 -9.2 -8.775 -8.36 -7.955 -7.56 -7.175 -6.8 -6.435 -6.08 -5.735 -5.4 -5.075 -4.76 -4.455 -4.16 -3.875 -3.6 -3.335 -3.08 -2.835 -2.6 -2.375 -2.16 -1.955 -1.76 -1.575 -1.4 -1.235 -1.08 -0.935 -0.8 -0.675 -0.56 -0.455 -0.36 -0.275 -0.2 -0.135 -0.08 -0.035 0.0 0.0 0.0 7.33516808643
